//TagName	Language	Translation	creation date yyyymmdd	Comments
//  GS ShopBuilder, Copyright (c) 2005 by GS Software AG, Dortmund (www.gs-shopbuilder.com) - Do not remove this copyright notice!			date20020101	
// ©2003 GS ShopBuilder - Droits de traduction réservés pour tous les pays. 			date20020102	
// ©2003 GS ShopBuilder - All Rights Reserved.		All translations rights reserved.	date20020103	
// ©2003 GS ShopBuilder - Todos los Derechos quedan reservados. 	 	Todas los derechos de traducción reservados.	date20020104	
// ©2003 GS ShopBuilder - Alle Rechte vorbehalten.	 	Alle Übersetzungsrechte vorbehalten.	date20020105	
// ©2003 GS ShopBuilder - Alle Rechten Voorbehouden. 	 		date20020106	
// ©2003 GS ShopBuilder - Med ensamrätt.	 	 	date20020107	sv
// ©2003 GS ShopBuilder - Tutti i Diritti Riservati. 	 	Tutti i diritti di traduzione riservati.	date20020108	
// ©2003 GS ShopBuilder - Todos os Direitos Reservados.	 	Todas os direitos de tradução reservados.	date20020109	
// ©2003 GS ShopBuilder - Med eneret.	 	 	date20020110	dk
// BITTE NUR AM ENDE EINFUEGEN !!!			date20020111	
//Estonian, Latvian, Lithuanian		windows 1257	date20020112	
//Romanian	Rom	Ro, osteuropaeische Sprachgruppe	Date20020112a	Oste
//Lithuanian	lth	lt	Date20020112a	
//Latvian	lvi	lv	Date20020112a	
//estonian 	eti	et	Date20020112a	
//croatian	hrv	Croatian	date20020113	
//serbian (latin)	srl	Serbian latin	date20020113	
//serbian (cyrillic)	srb	Serbian cyrillic	date20020113	
//hungarian	hun	Kosár megtekintése	date20020113	
//Czech	csy	Czech	date20020114	
//Slovenian	slv	Slovenian	date20020114	
//Slovak	sky	Slovak	date20020114	
//Swedish	sve	Swedish	date20020114	
//Hongkong	zhh	Traditional	date20020115	
//Macau	zhm	Traditional	date20020115	
//China	chs	Simplified	date20020115	
//Singapore	zhi	Simplified	date20020115	
//Taiwan	cht	Traditional	date20020115	
//Bahasa Indonesia	ind	Indonesia	date20020115	
//Bahasa Melayu	msb	Bruney	date20020115	
//Bahasa Malaysia	msl	Malaysia	date20020115	
//LangTagBasket	ind	Keranjang	date20020115	
//LangTagBasket	msb	Keranjang	date20020115	
//LangTagBasket	msl	Keranjang	date20020115	
//			date20020115	
//important notice !!!	eng	Lines begining with LangTagFN... MUST NOT contain blanks or special characters.Please use ONLY a-z, A_Z, 0-9 or _ (underscore).	date20020508	
//LangTagCookie	deu	Für unser Login sind Cookies erforderlich. Bitte aktivieren Sie Cookies in Ihren Browserseinstellungen	date20050869	
//LangTagCookie	eng	Please activate Cookies in your browser settings.	date20050869	
//LangTagFinancialInstitution	deu	Geldinstitut	date20030301	
//LangTagFinancialInstitution	eng	Financial Institution	date20030301	
//LangTagTextQuantity	deu	Menge	date20030301	
//LangTagTextQuantity	eng	Quantity	date20030301	
//LangTagTextSaveData	deu	Eingegebene Formulardaten speichern.<br />(Die Daten werden als Cookie abgespeichert.)	date20030301	Tabellenüberschrift buy3.htm
//LangTagTextSaveData	eng	Save the formular data.(Data are saved in a cookie)	date20030301	
//TagName	Language	Translation	creation date yyyymmdd	Comments
//wichtige Bemerkung !!!	deu	Zeilen, die mit LangTagFN... beginnen, duerfen keine Leerzeichen und keine Sonderzeichen enthalten, Nur a-z, A-Z, 0-9 und _ verwenden !!	date20030508	
LangTagNewsletterText	eng	Do you like to subscribe yourself in our email newsletter if you'd like to be steadily informed about our improvements, offers and promotions.	date20060104
LangTagNewsletterText	rom	Vreti sa abonati la newsletter-ul nostru pentru a fi la curent cu produsele si serviciile pe care le oferim?	date20090213
LangTagNextPageLinkName	deu	nächste Seite	date20030301
LangTagNextPageLinkName	eng	next page	date20030301
LangTagNextPageLinkName	rom	pagina urmatoare	date20090213
LangTagNoArticlesInWishList	deu	Es sind keine Artikel in der Wunschliste!	date20060921
LangTagNoArticlesInWishList	eng	There no articles on the wish list!	date20060921
LangTagNoArticlesInWishList	rom	Nu sunt articole in Lista de preferinte	date20090213
LangTagNoArticlesOnNotepad	deu	Es sind keine Artikel auf Ihrem Merkzettel!	date20060919
LangTagNoArticlesOnNotepad	eng	There no articles on your notepad!	date20060919
LangTagNoArticlesOnNotepad	rom	Nu sunt articole in Lista de memorizare	date20090213
LangTagNoData	deu	Keine Daten	date20060104
LangTagNoData	eng	No data	date20060104
LangTagNoData	rom	Nu exista date	date20090213
LangTagNoFrames	deu	Ihr Browser unterstuezt keine Frames (siehe http://www.gs-shopbuilder.com)	date20040926
LangTagNoFrames	eng	Your browser doesnt support frame setting (siehe http://www.gs-shopbuilder.com)	date20040926
LangTagNoFrames	rom	Browser-ul dumneavoastra nu suporta Frames.	date20090213
LangTagNoImage	deu	kein Bild!	date20030315
LangTagNoImage	eng	no image!	date20030315
LangTagNoImage	rom	Nu exista imagine	date20090213
LangTagNoOrder	deu	Es sind keine Bestellungen vorhanden!	date20060111
LangTagNoOrder	eng	No order data available.	date20060111
LangTagNoOrder	rom	Nu exista nici o comanda	date20090213
LangTagNoSearchResults	deu	Die Suche ergab keine Ergebnisse	date20051020
LangTagNoSearchResults	eng	There are no search results	date20051020
LangTagNoSearchResults	rom	Cautarea nu a returnat nici un rezultat.	date20090213
LangTagNote	deu	Merken	date20060919
LangTagNote	eng	Note	date20060919
LangTagNote	rom	Marcheaza	date20090213
LangTagNotepad	deu	Merkzettel	date20060918
LangTagNotepad	eng	Notepad	date20060918
LangTagNotepad	rom	Lista de memorizare	date20090213
LangTagNotepadText	deu	<b>Hinweis:</b> Nicht mehr geführte Artikel werden automatisch von ihrem Merkzettel entfernt.	date20060918
LangTagNotepadText	eng	<b>Hinweis:</b> Nicht mehr geführte Artikel werden automatisch von ihrem Merkzettel entfernt.	date20060918
LangTagNotepadText	rom	<b>Observatie:</b>Articolele care nu se maio livreaza prin Shop vor fi automat sterse din Lista de memorizare.	date20090213
LangTagNoVariantDetail	deu	Zu dieser Variante ist keine Detailseite vorhanden.	date20050104
LangTagNoVariantDetail	eng	No detail page available for this variant.	date20050104
LangTagNoVariantDetail	rom	Nu exista pagina cu detalii	date20090213
LangTagOk	deu	OK	date20051012
LangTagOk	eng	OK	date20051012
LangTagOk	rom	OK	date20090213
LangTagOldPrice	deu	Alter Preis	date20051230
LangTagOldPrice	eng	Old Price	date20051230
LangTagOldPrice	rom	Pret vechi	date20090213
LangTagOnlyOneCoupon	deu	Es kann nur ein Gutschein eingelöst werden!	date20051012
LangTagOnlyOneCoupon	eng	You can only use one coupon!	date20051012
LangTagOnlyOneCoupon	rom	Puteti utiliza doar un singur cupon!	date20090213	
LangTagOnlySpecialItems	deu	nur Sonderposten	date20051013	
LangTagOnlySpecialItems	eng	only special items	date20051013	
LangTagOnlySpecialItems	rom	Doar articole speciale	date20090213	
LangTagOpenAll	deu	alle öffnen	date20050126	
LangTagOpenAll	eng	open all	date20050126	
LangTagOpenAll	rom	open all	date20090213	
LangTagOrder	deu	Zur Kasse	date20030204	LinkMenü/Tabellenüberschrift
LangTagOrder	eng	Order Form	date20030205	
LangTagOrder	rom	Formular de comanda	date20090213	
LangTagOrderContinue	deu	Bestellung fortsetzen	date20040129	
LangTagOrderContinue	eng	Continue Order	date20040129	
LangTagOrderContinue	rom	Continua cumparaturile	date20090213	
LangTagOrderData	deu	Bestellungen	date20051012	
LangTagOrderData	eng	order data	date20051012	
LangTagOrderData	rom	Comenzi	date20090213	
LangTagOrderDate	deu	Bestelldatum	date20060111	
LangTagOrderDate	eng	Order Date	date20060111	
LangTagOrderDate	rom	Data comenzii	date20090213	
LangTagOrderForm	deu	Bestellformular	date20060526	
LangTagOrderForm	eng	Order Form	date20060526	
LangTagOrderForm	rom	Formular de comanda	date20090213	
LangTagOrderGSShopBuilder	deu	Bestellung GS ShopBuilder	date20030509	
LangTagOrderGSShopBuilder	eng	Order GS ShopBuilder	date20030509	Alle weiteren Sprachen: Order GS ShopBuilder
LangTagOrderGSShopBuilder	rom	Comanda GS Shopbuilder	date20090213	
LangTagOwnWishList	deu	eigene Wunschliste	date20060921	
LangTagOwnWishList	eng	own wish list	date20060921	
LangTagOwnWishList	rom	Lista proprie de preferinte	date20090213	
LangTagPaymentSelection	deu	Zurück zur Versand- und Zahlungsart	date20040129	
LangTagPaymentSelection	eng	Back to Payment Selection	date20040129	
LangTagPaymentSelection	rom	Inapoi la selectia modalitatii de expediere si de plata	date20090213	
LangTagPaynovaContractText	deu	Vielen Dank für Ihre Bezahlung mit Kreditkarte	Date20060515	
LangTagPaynovaContractText	eng	Specification of the purchase. Text will be shown in payment confirmation email to customer.	Date20060515
LangTagPaynovaContractText	rom	Va multumim pentru ca ati platit cu carte de credit	date20090213
LangTagPersonalData	deu	Personenbezogene Daten	date20030509
LangTagPersonalData	eng	Personal Data	date20030509
LangTagPersonalData	rom	Date legate de persoana	date20090213
LangTagPleaseActivateJavascript	deu	The onlineshop needs JavaScript for full functionality.<br />Please activate JavaScript in your browser settings.<br />	date20040304
LangTagPleaseActivateJavascript	eng	The onlineshop needs JavaScript for full functionality.<br />Please activate JavaScript in your browser settings.<br />	date20040304
LangTagPleaseActivateJavascript	rom	Acest magazin virtual necesita JavaScript activat.<br />Va rugam sa activati JavaScript in setarile browser-ului dumneavoastra.<br />	date20090213
LangTagPos	deu	Pos.	date20060418
LangTagPos	eng	Pos.	date20060418
LangTagPos	rom	Pos.	date20090213
LangTagPrevPageLinkName	deu	vorherige Seite	date20030301
LangTagPrevPageLinkName	eng	previous page	date20030301
LangTagPrevPageLinkName	rom	pagina anterioara	date20090213
LangTagPrint	deu	Seite drucken	date20051111
LangTagPrint	eng	Print page	date20051111
LangTagPrint	rom	Tipareste pagina	date20090213	
LangTagPrivacy	deu	Datenschutz	date20060107	
LangTagPrivacy	eng	Privacy	date20060107	
LangTagPrivacy	rom	Protectia datelor cu caracter personal	date20090213	
LangTagProductCode	deu	Produktcode	date20060106	
LangTagProductCode	eng	Product code	date20060106	
LangTagProductCode	rom	Cod produs	date20090213	
LangTagProductGroups	deu	Warengruppen	date20030301	Tabellenüberschrift
LangTagProductGroups	eng	Categories	date20030301	
LangTagProductGroups	rom	Grupe de produse	date20090213	
LangTagQtyMissing	deu	Menge fehlt	date20060906	
LangTagQtyMissing	eng	Quantity missing	date20060906	
LangTagQtyMissing	rom	Lipseste cantitatea	date20090213	
LangTagQuestionNotepadDelete	deu	Möchten Sie die Artikel wirklich löschen?	date20060919	
LangTagQuestionNotepadDelete	eng	Do You really want to delete the articles?	date20060919	
LangTagQuestionNotepadDelete	rom	Doriti intr-adevar sa stergeti articolul?	date20090213	
LangTagReferencePrice	deu	Grundpreis	date20051230
LangTagReferencePrice	eng	Reference Price	date20051230
LangTagReferencePrice	rom	Pret de baza	date20090213
LangTagRequest	deu	Anfrage	date20050114
LangTagRequest	eng	Request	date20050114
LangTagRequest	rom	Cerere de oferta	date20090213
LangTagRequestFormular	deu	Anfrageformular	date20050114
LangTagRequestFormular	eng	Request Formular	date20050114
LangTagRequestFormular	rom	Formular pentru cerere de oferta	date20090213
LangTagRequestGSShopBuilder	deu	Anfrage GS ShopBuilder	date20050414
LangTagRequestGSShopBuilder	eng	Request GS ShopBuilder	date20050414
LangTagRequestGSShopBuilder	rom	Cerere catre GS ShopBuilder	date20090213
LangTagRequestSubmit	deu	Anfrage abschicken	date20050114
LangTagRequestSubmit	eng	Submit Request	date20050114
LangTagRequestSubmit	rom	Expediaza cererea	date20090213
LangTagRequestText	deu	2. Bitte füllen Sie das folgende Anfrageformular aus (*Felder bitte unbedingt angeben) und drücken Sie den 'Anfrage abschicken' Knopf.	date20050114
LangTagRequestText	eng	2. Please enter the information below (*text fields are required). To complete your request click on 'Submit Request'.	date20050114
LangTagRequestText	rom	"2. Va rugam sa completati formularul de mai jos (campurile marcate cu * sunt obligatorii). Pentru terminare va rugam sa dati click pe butonul ""Expediaza""."	date20090213
LangTagReset	deu	Eingaben löschen	date20051013
LangTagReset	eng	Reset inputs	date20051013
LangTagReset	rom	Sterge datele	date20090213
LangTagResultsExtendedSearch	deu	Resultate der erweiterten Suche	date20051020
LangTagResultsExtendedSearch	eng	Results of the extended search	date20051020
LangTagResultsExtendedSearch	rom	Rezultatele cautarii avansate	date20090213
LangTagSave	deu	Speichern	date20050112
LangTagSave	eng	Save	date20050112
LangTagSave	rom	Salveaza	date20090213
LangTagSearchAllWordsAnd	deu	Alle Wörter (AND)	date20041207
LangTagSearchAllWordsAnd	eng	All words (AND)	date20041207
LangTagSearchAllWordsAnd	rom	Toate cuvintele (AND)	date20090213
LangTagSearchCriteria	deu	Suchkriterien	date20051020
LangTagSearchCriteria	eng	search criteria	date20051020
LangTagSearchCriteria	rom	Rezultatele cautarii	date20090213
LangTagSearchItems	deu	Artikel	date20030301
LangTagSearchItems	eng	Items	date20030301
LangTagSearchItems	rom	Items	date20090213
LangTagSearchOneWordOr	deu	Ein Wort (OR)	date20041207
LangTagSearchOneWordOr	eng	One Word (OR)	date20041207
LangTagSearchOneWordOr	rom	Oricare cuvant (OR)	date20090213
LangTagSearchProductGroups	deu	Warengruppe(n)	date20050126
LangTagSearchProductGroups	eng	product group(s)	date20050126
LangTagSearchProductGroups	rom	grupele de produse	date20090213
LangTagSearchResultFor	deu	Suchergebnisse für	date20060926
LangTagSearchResultFor	eng	Search result for	date20060926
LangTagSearchResultFor	rom	Rezultatele cautarii	date20090213
LangTagSearchWishList	deu	Wunschzettel suchen	date20060921
LangTagSearchWishList	eng	Search wish list	date20060921
LangTagSearchWishList	rom	Cauta Lista de preferinte	date20090213
LangTagSecurityCode	deu	Prüfnummer2	date20030315
LangTagSecurityCode	eng	Security Code	date20030315
LangTagSecurityCode	rom	Cod de securitate	date20090213
LangTagSelectArgentina	deu	Argentinien	date20051230
LangTagSelectArgentina	eng	Argentina	date20051230
LangTagSelectArgentina	rom	Argentina	date20090213
LangTagSelectAustralia	deu	Australien	date20051230
LangTagSelectAustralia	eng	Australia	date20051230
LangTagSelectAustralia	rom	Australia	date20090213
LangTagSelectAustria	deu	Österreich	date20051230
LangTagSelectAustria	eng	Austria	date20051230
LangTagSelectAustria	rom	Austria	date20090213
LangTagSelectBelgium	deu	Belgien	date20051230
LangTagSelectBelgium	eng	Belgium	date20051230
LangTagSelectBelgium	rom	Belgia	date20090213
LangTagSelectCanada	deu	Kanada	date20051230
LangTagSelectCanada	eng	Canada	date20051230
LangTagSelectCanada	rom	Canada	date20090213
LangTagSelectCyprus	deu	Zypern	date20051230
LangTagSelectCyprus	eng	Cyprus	date20051230
LangTagSelectCyprus	rom	Cipru	date20090213
LangTagSelectCzechRep	deu	Tschechien	date20051230
LangTagSelectCzechRep	eng	Czech Republic	date20051230
LangTagSelectCzechRep	rom	Cehia	date20090213
LangTagSelectDenmark	deu	Dänemark	date20051230
LangTagSelectDenmark	eng	Denmark	date20051230
LangTagSelectDenmark	rom	Danemarca	date20090213
LangTagSelectEstonia	deu	Estland	date20051230
LangTagSelectEstonia	eng	Estonia	date20051230
LangTagSelectEstonia	rom	Estonia	date20090213
LangTagSelectFinland	deu	Finnland	date20051230
LangTagSelectFinland	eng	Finland	date20051230
LangTagSelectFinland	rom	Finlanda	date20090213
LangTagSelectFrance	deu	Frankreich	date20051230
LangTagSelectFrance	eng	France	date20051230
LangTagSelectFrance	rom	Franta	date20090213
LangTagSelectGermany	deu	Deutschland	date20060104
LangTagSelectGermany	eng	Germany	date20060104
LangTagSelectGermany	rom	Germania	date20090213
LangTagSelectGreece	deu	Griechenland	date20051230
LangTagSelectGreece	eng	Greece	date20051230
LangTagSelectGreece	rom	Grecia	date20090213
LangTagSelectHungary	deu	Ungarn	date20051230
LangTagSelectHungary	eng	Hungary	date20051230
LangTagSelectHungary	rom	Ungaria	date20090213
LangTagSelectIceland	deu	Island	date20051230
LangTagSelectIceland	eng	Iceland	date20051230
LangTagSelectIceland	rom	Islanda	date20090213
LangTagSelectIreland	deu	Irland	date20051230
LangTagSelectIreland	eng	Ireland	date20051230
LangTagSelectIreland	rom	Irlanda	date20090213
LangTagSelectIsrael	deu	Israel	date20051230
LangTagSelectIsrael	eng	Israel	date20051230
LangTagSelectIsrael	rom	Israel	date20090213
LangTagSelectItaly	deu	Italien	date20051230
LangTagSelectItaly	eng	Italy	date20051230
LangTagSelectItaly	rom	Italia	date20090213
LangTagSelectLatvia	deu	Lettland	date20051230
LangTagSelectLatvia	eng	Latvia	date20051230
LangTagSelectLatvia	rom	Letonia	date20090213
LangTagSelectLithuania	deu	Litauen	date20051230
LangTagSelectLithuania	eng	Lithuania	date20051230
LangTagSelectLithuania	rom	Lituania	date20090213
LangTagSelectLuxembourg	deu	Luxemburg	date20051230
LangTagSelectLuxembourg	eng	Luxembourg	date20051230
LangTagSelectLuxembourg	rom	Luxemburg	date20090213
LangTagSelectMalta	deu	Malta	date20051230
LangTagSelectMalta	eng	Malta	date20051230
LangTagSelectMalta	rom	Malta	date20090213
LangTagSelectNether	deu	Niederlande	date20051230
LangTagSelectNether	eng	Netherlands	date20051230
LangTagSelectNether	rom	Olanda	date20090213
LangTagSelectNewZealand	deu	Neuseeland	date20051230
LangTagSelectNewZealand	eng	NewZealand	date20051230
LangTagSelectNewZealand	rom	Noua Zeelanda	date20090213
LangTagSelectNorway	deu	Norwegen	date20051230
LangTagSelectNorway	eng	Norway	date20051230
LangTagSelectNorway	rom	Norvegia	date20090213
LangTagSelectPoland	deu	Polen	date20051230
LangTagSelectPoland	eng	Poland	date20051230
LangTagSelectPoland	rom	Polonia	date20090213
LangTagSelectPortugal	deu	Portugal	date20051230
LangTagSelectPortugal	eng	Portugal	date20051230
LangTagSelectPortugal	rom	Portugalia	date20090213
LangTagSelectSingapore	deu	Singapur	date20051230
LangTagSelectSingapore	eng	Singapore	date20051230
LangTagSelectSingapore	rom	Singapore	date20090213
LangTagSelectSlovakia	deu	Slowakei	date20051230
LangTagSelectSlovakia	eng	Slovakia	date20051230
LangTagSelectSlovakia	rom	Slovacia	date20090213
LangTagSelectSouthAfri	deu	Südafrika	date20051230
LangTagSelectSouthAfri	eng	South Africa	date20051230
LangTagSelectSouthAfri	rom	Africa de Sud	date20090213
LangTagSelectSpain	deu	Spanien	date20051230
LangTagSelectSpain	eng	Spain	date20051230
LangTagSelectSpain	rom	Spania	date20090213
LangTagSelectSweden	deu	Schweden	date20051230	
LangTagSelectSweden	eng	Sweden	date20051230	
LangTagSelectSweden	rom	Suedia	date20090213	
LangTagSelectSwitzerl	deu	Schweiz	date20051230	
LangTagSelectSwitzerl	eng	Switzerland	date20051230	
LangTagSelectSwitzerl	rom	Elvetia	date20090213	
LangTagSelectTurkey	deu	Türkei	date20051230	
LangTagSelectTurkey	eng	Turkey	date20051230	
LangTagSelectTurkey	rom	Turcia	date20090213	
LangTagSelectUK	deu	UK	date20051230	
LangTagSelectUK	eng	UK	date20051230	
LangTagSelectUK	rom	Marea Britanie	date20090213	
LangTagSelectUS	deu	USA	date20051230	
LangTagSelectUS	eng	US	date20051230	
LangTagSelectUS	rom	SUA	date20090213	
LangTagShipment	deu	Versand	date20030207	LinkMenü/Tabellenüberschrift
LangTagShipment	eng	Delivery	date20030208
LangTagShipment	rom	Livrare	date20090213
LangTagShippingAddress	deu	Lieferanschrift	date20041202
LangTagShippingAddress	eng	Shipping address	date20041202
LangTagShippingAddress	rom	Adresa de livrare (linia 2)	date20090213
LangTagShippingFieldEmail	deu	Lieferemail	date20041202
LangTagShippingFieldEmail	eng	Shipping email	date20041202
LangTagShippingFieldEmail	rom	E-Mail	date20090213
LangTagShippingFieldFax	deu	Lieferfax	date20041202
LangTagShippingFieldFax	eng	Shipping fax	date20041202
LangTagShippingFieldFax	rom	Fax	date20090213
LangTagShippingFieldPhone	deu	Telefon	date20041202
LangTagShippingFieldPhone	eng	Shipping phone	date20041202
LangTagShippingFieldPhone	rom	Telefon	date20090213
LangTagShippingFieldState	deu	Lieferland	date20041202
LangTagShippingFieldState	eng	Shipping country	date20041202
LangTagShippingFieldState	rom	Tara in care se face expedierea	date20090213	
LangTagShop	deu	Shop	date20061124	
LangTagShop	eng	Shop	date20061124	
LangTagShop	rom	Shop	date20090213	
LangTagSignOut	deu	Austragen	date20060105	
LangTagSignOut	eng	unsubcribe	date20060105	
LangTagSignOut	rom	Dezaboneaza	date20090213	
LangTagSitemap	deu	Sitemap	date20030219	LinkMenü/Tabellenüberschrift
LangTagSitemap	eng	Sitemap	date20030220	
LangTagSitemap	rom	Sitemap	date20090213	
LangTagSort	deu	Sortierung	date20060315	
LangTagSort	eng	Sort	date20060315	
LangTagSort	rom	Sorteaza	date20090213	
LangTagSpecialItemText	deu	Jetzt günstiger!	date20060112	
LangTagSpecialItemText	eng	Special Offer!	date20060112	
LangTagSpecialItemText	rom	Oferta speciala!	date20090213	
LangTagSpecials	deu	Sonderaktionen	date20050601
LangTagSpecials	eng	Specials	date20050601
LangTagSpecials	rom	Promotii	date20090213
LangTagStart	deu	Start	date20050414
LangTagStart	eng	Start	date20050414
LangTagStart	rom	Start	date20090213
LangTagStartOnlineShop	deu	Zum Shop	date20060215
LangTagStartOnlineShop	eng	online shop	date20060215
LangTagStartOnlineShop	rom	online shop	date20090213
LangTagStartSearch	deu	Suche starten	date20051013
LangTagStartSearch	eng	Start search	date20051013
LangTagStartSearch	rom	Cauta	date20090213
LangTagSubmit	deu	Abschicken	date20040128
LangTagSubmit	eng	Submit	date20040128
LangTagSubmit	rom	Expediaza	date20090213
LangTagSubscribeNewsletter	deu	Eintragen	date20060111
LangTagSubscribeNewsletter	eng	Subscribe	date20060111	
LangTagSubscribeNewsletter	rom	Subscribe	date20090213	
LangTagSubTotal	deu	Zwischensumme	date20060104	
LangTagSubTotal	eng	Subtotal	date20060104	
LangTagSubTotal	rom	Subtotal	date20090213	
LangTagTellAFriend	deu	Artikel weiterempfehlen	date20040128	
LangTagTellAFriend	eng	Tell a friend	date20040128	
LangTagTellAFriend	rom	Recomanda acest articol unui prieten	date20090213	
LangTagTermsAndCond	deu	AGB & Info	date20030213	LinkMenü/Tabellenüberschrift
LangTagTermsAndCond	eng	Conditions	date20030214	
LangTagTermsAndCond	rom	Conditii de utilizare	date20090213	
LangTagTermsAndCondChecked	deu	gelesen und bestätigt	date20030502	
LangTagTermsAndCondChecked	eng	checked	date20030502	
LangTagTermsAndCondChecked	rom	citit si acceptat	date20090213	
LangTagTextAddItem	deu	Hinweis:\nDer Artikel befindet sich bereits im Korb.\nSoll die Anzahl addiert werden?\nClicken Sie OK zum Addieren,\nKlicken Sie Abbrechen zum Ersetzen\n	date20030301	
LangTagTextAddItem	eng	Notice:\nThis item is already in the basket.\nDo you want to add the quantity?\nClick OK to add,\nclick Abort to replace.\n	date20030301	
LangTagTextAddItem	rom	Atentie:\nAcest articol se afla deja in cosul de cumparaturi.\nDoriti sa-l achizitionati intr-o cantitate mai mare?\nClick OK pentru a- adauga,\nclick Abort pentru a renunta.\n	date20090213
LangTagTextAddressActivated	deu	Ihre Emailadresse wurde erfolgreich für unseren Newsletter aktiviert!	date20080118
LangTagTextAddressActivated	eng	You email address has been successfully activated for our newsletter!	date20080118
LangTagTextAddressActivated	rom	Adresa Dumneavoastra de E-Mail a fost activata pentru Newsletter!	date20090213
LangTagTextAddressArea	deu	Länderzone	date20041206
LangTagTextAddressArea	eng	Address area	date20041206
LangTagTextAddressArea	rom	Adresa	date20090213
LangTagTextAddressConfirmed	deu	"Die Email-Adresse wurde best&auml;tigt"	date20080118
LangTagTextAddressConfirmed	eng	The email address has been confirmed	date20080118
LangTagTextAddressConfirmed	rom	Adresa de E-Mail a fost confirmata	date20090213
LangTagTextAdressData	deu	"Sie haben hier die Möglichkeit, Ihre bei uns gespeicherten Adressdaten zu ändern. <br />Ändern Sie Ihre Angaben und klicken Sie anschließend auf ""Speichern"". <br />Die mit * gekennzeichneten Felder sind zwingend auszufüllen."	date20050112
LangTagTextAdressData	eng	You may change here your address data saved on our database server. <br />* fields must be filled	date20050112
LangTagTextAdressData	rom	Puteti sa modificati adresa aflata in banca noastra de date <br />* aceste campuri trebuiesc complectate	date20090213
LangTagTextBasketEmpty	deu	Keine Artikel im Warenkorb	date20030301
LangTagTextBasketEmpty	eng	The basket is empty.	date20030301
LangTagTextBasketEmpty	rom	Cosul de cumparaturi este gol.	date20090213
LangTagTextBasketItem	deu	Artikel im Warenkorb	date20030301
LangTagTextBasketItem	eng	Item(s) in the basket.	date20030301
LangTagTextBasketItem	rom	Produs(e) in cosul de cumparaturi.	date20090213
LangTagTextBeforeUnload	deu	Sie haben Artikel im Warenkorb. Wenn Sie diesen Shop verlassen, wird Ihr Warenkorb geleert.	date20030301
LangTagTextBeforeUnload	eng	You have items in your basket. After leaving this shop all items will be removed from your basket.	date20030301
LangTagTextBeforeUnload	rom	Aveti articole in cosul de cumparaturi. Parasitea acestui site va goli cosul de cumparaturi.	date20090213
LangTagTextChangePassword	deu	Passwort ändern	date20050114
LangTagTextChangePassword	eng	Change Password	date20050114
LangTagTextChangePassword	rom	Modificare parola	date20090213
LangTagTextChgCData	deu	Kundendaten ändern	date20051012
LangTagTextChgCData	eng	change customer data	date20051012
LangTagTextChgCData	rom	Modificarea datelor personale	date20090213
LangTagTextChooseAttribute	deu	Bitte	date20030301
LangTagTextChooseAttribute	eng	Please choose the	date20030301
LangTagTextChooseAttribute	rom	Va rugam sa alegeti	date20090213
LangTagTextChooseAttribute2	deu	wählen!	date20030301
LangTagTextChooseAttribute2	eng	!	date20030301	
LangTagTextChooseAttribute2	rom	!	date20090213	
LangTagTextChooseDeliveryPayment	deu	1. Bitte wählen Sie die gewünschte Versand- und Zahlungsart aus:	date20030301	Seite buy
LangTagTextChooseDeliveryPayment	eng	1. Please choose your Delivery and Payment Conditions:	date20030301	
LangTagTextChooseDeliveryPayment	rom	1. Va rugam sa alegeti modalitatea de plata si de expediere:	date20090213	
LangTagTextChooseMailgroup	deu	"Bitte w&auml;hlen Sie eine Mailgruppe aus"	date20080118	
LangTagTextChooseMailgroup	eng	Please choose a Mailgroup	date20080118	
LangTagTextChooseMailgroup	rom	Va rugam alegeti o grupa Mail	date20090213	
LangTagTextConfirmConditons	deu	Bitte bestätigen Sie unsere AGB	date20030301	
LangTagTextConfirmConditons	eng	Please confirm our Conditions	date20030301	
LangTagTextConfirmConditons	rom	Va rugam sa confirmati termenii de utilizare ai site-ului	date20090213	
LangTagTextCustomerDiscount	deu	Kundenrabatt	date20060117	
LangTagTextCustomerDiscount	eng	Customer discount	date20060117	
LangTagTextCustomerDiscount	rom	Reducere de pret	date20090213	
LangTagTextCustomerLogin	deu	Kundenlogin	date20050112	
LangTagTextCustomerLogin	eng	Customer login	date20050112	
LangTagTextCustomerLogin	rom	Login client	date20090213	
LangTagTextDelivery	deu	Versandart	date20030301	Seite buy
LangTagTextDelivery	eng	Delivery Mode	date20030301	
LangTagTextDelivery	rom	Modalitatea de expediere	date20090213	
LangTagTextEmailAddressIncorrect	deu	Fehler im Feld Email-Adresse	date20030301	
LangTagTextEmailAddressIncorrect	eng	The Email address is not correct	date20030301	
LangTagTextEmailAddressIncorrect	rom	Adresa de e-mail este incorecta	date20090213	
LangTagTextEncludedVAT	deu	Enthaltene	date20030301	
LangTagTextEncludedVAT	eng	Included	date20030301	
LangTagTextEncludedVAT	rom	Inclusa	date20090213	
LangTagTextFailed	deu	Fehler	date20060516	
LangTagTextFailed	eng	Failure	date20060516	
LangTagTextFailed	rom	Eroare	date20090213	
LangTagTextFailedPaynova	deu	Bei der Bezahlung über Kreditkarte ist ein Fehler aufgetreten.<br />Wählen Sie bitte eine andere Zahlungsart.	date20060531	
LangTagTextFailedPaynova	eng	Payment with credit card failed	date20060531	
LangTagTextFailedPaynova	rom	Plata prin carte de credit nu a putut fi realizata.	date20090213	
LangTagTextGoodsValue	deu	Warenwert	date20050111
