//Key	Language	Translation	creation date yyyymmdd
L_SettingsFormPageControl1TabSheetDataBackupGroupBoxAutoBackupcbAutoDataBackupBeforeEndCaption	deu	Vor dem Beenden des Programms	date20030218
L_SettingsFormPageControl1TabSheetDataBackupGroupBoxAutoBackupcbAutoDataBackupBeforeEndCaption	eng	Before finishing program	date20030218
L_SettingsFormPageControl1TabSheetDataBackupGroupBoxAutoBackupcbAutoDataBackupBeforeEndCaption	plk	Vor dem Beenden des Programms	date20030218
L_SettingsFormPageControl1TabSheetDataBackupGroupBoxAutoBackupcbAutoDataBackupBeforeEndCaption	spa	Antes de finalizar programa	date20030218
L_SettingsFormPageControl1TabSheetDataBackupGroupBoxAutoBackupcbAutoDataBackupBeforeGenerateCaption	deu	Vor dem Erzeugen des Shops	date20030218
L_SettingsFormPageControl1TabSheetDataBackupGroupBoxAutoBackupcbAutoDataBackupBeforeGenerateCaption	eng	Before creating shop	date20030218
L_SettingsFormPageControl1TabSheetDataBackupGroupBoxAutoBackupcbAutoDataBackupBeforeGenerateCaption	plk	Vor dem Erzeugen des Shops	date20030218
L_SettingsFormPageControl1TabSheetDataBackupGroupBoxAutoBackupcbAutoDataBackupBeforeGenerateCaption	spa	Antes de crear shop	date20030218
L_SettingsFormPageControl1TabSheetDataBackupGroupBoxAutoBackupcbAutoDataBackupBeforePublishCaption	deu	Vor dem Veröffentlichen	date20030218
L_SettingsFormPageControl1TabSheetDataBackupGroupBoxAutoBackupcbAutoDataBackupBeforePublishCaption	eng	Before publishing	date20030218
L_SettingsFormPageControl1TabSheetDataBackupGroupBoxAutoBackupcbAutoDataBackupBeforePublishCaption	plk	Vor dem Veröffentlichen	date20030218
L_SettingsFormPageControl1TabSheetDataBackupGroupBoxAutoBackupcbAutoDataBackupBeforePublishCaption	spa	Antes de publicar	date20030218
L_SettingsFormPageControl1TabSheetDataBackupGroupBoxAutoBackupCheckBoxAutoBackupAfterGenerateCaption	deu	Nach dem Erzeugen und Anzeigen des Shops	date20030218
L_SettingsFormPageControl1TabSheetDataBackupGroupBoxAutoBackupCheckBoxAutoBackupAfterGenerateCaption	eng	After creating and showing shop	date20030218
L_SettingsFormPageControl1TabSheetDataBackupGroupBoxAutoBackupCheckBoxAutoBackupAfterGenerateCaption	plk	Nach dem Erzeugen und Anzeigen des Shops	date20030218
L_SettingsFormPageControl1TabSheetDataBackupGroupBoxAutoBackupCheckBoxAutoBackupAfterGenerateCaption	spa	Después de crear y mostrar shop	date20030218
L_SettingsFormPageControl1TabSheetDataBackupGroupBoxAutoBackupCheckBoxAutoBackupAfterPublishCaption	deu	Nach dem Veröfentlichen	date20030218
L_SettingsFormPageControl1TabSheetDataBackupGroupBoxAutoBackupCheckBoxAutoBackupAfterPublishCaption	eng	After publishing	date20030218
L_SettingsFormPageControl1TabSheetDataBackupGroupBoxAutoBackupCheckBoxAutoBackupAfterPublishCaption	plk	Nach dem Veröfentlichen	date20030218
L_SettingsFormPageControl1TabSheetDataBackupGroupBoxAutoBackupCheckBoxAutoBackupAfterPublishCaption	spa	Después de publicar	date20030218
L_SettingsFormPageControl1TabSheetDataBackupGroupBoxAutoBackupCheckBoxAutoBackupAtStartCaption	deu	Beim Programmstart	date20030218
L_SettingsFormPageControl1TabSheetDataBackupGroupBoxAutoBackupCheckBoxAutoBackupAtStartCaption	eng	During program start	date20030218
L_SettingsFormPageControl1TabSheetDataBackupGroupBoxAutoBackupCheckBoxAutoBackupAtStartCaption	plk	Beim Programmstart	date20030218
L_SettingsFormPageControl1TabSheetDataBackupGroupBoxAutoBackupCheckBoxAutoBackupAtStartCaption	spa	Durante inicio del programa	date20030218
L_SettingsFormPageControl1TabSheetDataBackupGroupBoxAutoBackupCheckBoxAutoBackupBeforeEndCaption	deu	Vor dem Beenden des Programms	date20030218
L_SettingsFormPageControl1TabSheetDataBackupGroupBoxAutoBackupCheckBoxAutoBackupBeforeEndCaption	eng	Before finishing program	date20030218
L_SettingsFormPageControl1TabSheetDataBackupGroupBoxAutoBackupCheckBoxAutoBackupBeforeEndCaption	plk	Vor dem Beenden des Programms	date20030218
L_SettingsFormPageControl1TabSheetDataBackupGroupBoxAutoBackupCheckBoxAutoBackupBeforeEndCaption	spa	Antes de finalizar programa	date20030218
L_SettingsFormPageControl1TabSheetDataBackupGroupBoxAutoBackupCheckBoxAutoBackupBeforeGenerateCaption	deu	Vor dem Erzeugen des Shops	date20030218
L_SettingsFormPageControl1TabSheetDataBackupGroupBoxAutoBackupCheckBoxAutoBackupBeforeGenerateCaption	eng	Before creating shop	date20030218
L_SettingsFormPageControl1TabSheetDataBackupGroupBoxAutoBackupCheckBoxAutoBackupBeforeGenerateCaption	plk	Vor dem Erzeugen des Shops	date20030218
L_SettingsFormPageControl1TabSheetDataBackupGroupBoxAutoBackupCheckBoxAutoBackupBeforeGenerateCaption	spa	Antes de crear shop	date20030218
L_SettingsFormPageControl1TabSheetDataBackupGroupBoxAutoBackupCheckBoxAutoBackupBeforePublishCaption	deu	Vor dem Veröfentlichen	date20030218
L_SettingsFormPageControl1TabSheetDataBackupGroupBoxAutoBackupCheckBoxAutoBackupBeforePublishCaption	eng	Before publishing	date20030218
L_SettingsFormPageControl1TabSheetDataBackupGroupBoxAutoBackupCheckBoxAutoBackupBeforePublishCaption	plk	Vor dem Veröfentlichen	date20030218
L_SettingsFormPageControl1TabSheetDataBackupGroupBoxAutoBackupCheckBoxAutoBackupBeforePublishCaption	spa	Antes de publicar	date20030218
L_SettingsFormPageControl1TabSheetDataBackupGroupBoxDataBackupButtonDataBackupPathSettingCaption	deu	...	date20030218
L_SettingsFormPageControl1TabSheetDataBackupGroupBoxDataBackupButtonDataBackupPathSettingCaption	eng	...	date20030218
L_SettingsFormPageControl1TabSheetDataBackupGroupBoxDataBackupButtonDataBackupPathSettingCaption	plk	...	date20030218
L_SettingsFormPageControl1TabSheetDataBackupGroupBoxDataBackupButtonDataBackupPathSettingCaption	spa	...	date20030218
L_SettingsFormPageControl1TabSheetDataBackupGroupBoxDataBackupCaption	deu	Verzeichnis der Katalogdatensicherung	date20030218
L_SettingsFormPageControl1TabSheetDataBackupGroupBoxDataBackupCaption	eng	Directory of catalog data backup	date20030218
L_SettingsFormPageControl1TabSheetDataBackupGroupBoxDataBackupCaption	plk	Verzeichnis der Katalogdatensicherung	date20030218
L_SettingsFormPageControl1TabSheetDataBackupGroupBoxDataBackupCaption	spa	Directorio de copias de datos de catálogo	date20030218
L_SettingsFormPageControl1TabSheetDataBackupGroupBoxDataBackupDataBackupPathSetting.Color	clInactiveCaptionText	PrevOrig:	date20030218
L_SettingsFormPageControl1TabSheetDataBackupGroupBoxDataBackupDataBackupPathSetting.Color	Orig:clInactiveCaptionText	Status:0	date20030218
L_SettingsFormPageControl1TabSheetDataBackupGroupBoxExportCaption	deu	Katalogdaten exportieren	date20030218
L_SettingsFormPageControl1TabSheetDataBackupGroupBoxExportCaption	eng	Export catalog data	date20030218
L_SettingsFormPageControl1TabSheetDataBackupGroupBoxExportCaption	plk	Katalogdaten exportieren	date20030218
L_SettingsFormPageControl1TabSheetDataBackupGroupBoxExportCaption	spa	Datos de catálogo de exportación	date20030218
L_SettingsFormPageControl1TabSheetDataBackupGroupBoxExportLabelCsvSeparatorCaption	deu	LabelCsvSeparator	date20030218
L_SettingsFormPageControl1TabSheetDataBackupGroupBoxExportLabelCsvSeparatorCaption	eng	LabelCsvSeparator	date20030218
L_SettingsFormPageControl1TabSheetDataBackupGroupBoxExportLabelCsvSeparatorCaption	plk	LabelCsvSeparator	date20030218
L_SettingsFormPageControl1TabSheetDataBackupGroupBoxExportLabelCsvSeparatorCaption	spa	LabelCsvSeparator	date20030218
L_SettingsFormPageControl1TabSheetDataBackupGroupBoxExportLabelExportAsCsvSeparatorCaption	deu	Trennzeichen beim Exportieren in eine CSV-Datei:	date20030218
L_SettingsFormPageControl1TabSheetDataBackupGroupBoxExportLabelExportAsCsvSeparatorCaption	eng	Hyphen during export into CSV file:	date20030218
L_SettingsFormPageControl1TabSheetDataBackupGroupBoxExportLabelExportAsCsvSeparatorCaption	plk	Trennzeichen beim Exportieren in eine CSV-Datei:	date20030218
L_SettingsFormPageControl1TabSheetDataBackupGroupBoxExportLabelExportAsCsvSeparatorCaption	spa	Guión durante exportación a un CSV archivo: 	date20030218
L_SettingsFormPageControl1TabSheetDataBackupGroupBoxExportLabelExportAsTextSeparatorCaption	deu	Trennzeichen beim Exportieren in eine Textdatei:	date20030218
L_SettingsFormPageControl1TabSheetDataBackupGroupBoxExportLabelExportAsTextSeparatorCaption	eng	Hyphen during export in text file: 	date20030218
L_SettingsFormPageControl1TabSheetDataBackupGroupBoxExportLabelExportAsTextSeparatorCaption	plk	Trennzeichen beim Exportieren in eine Textdatei:	date20030218
L_SettingsFormPageControl1TabSheetDataBackupGroupBoxExportLabelExportAsTextSeparatorCaption	spa	Guión durante exportación a un archivo de texto: 	date20030218
L_SettingsFormPageControl1TabSheetDataBackupGroupBoxExportLabelTxTSeparatorCaption	deu	LabelTxtSeparator	date20030218
L_SettingsFormPageControl1TabSheetDataBackupGroupBoxExportLabelTxTSeparatorCaption	eng	LabelTxtSeparator	date20030218
L_SettingsFormPageControl1TabSheetDataBackupGroupBoxExportLabelTxTSeparatorCaption	plk	LabelTxtSeparator	date20030218
L_SettingsFormPageControl1TabSheetDataBackupGroupBoxExportLabelTxTSeparatorCaption	spa	LabelTxtSeparator	date20030218
L_SettingsFormPageControl1TabSheetDataBackupGroupBoxFaqCaption	deu	FAQ	date20030218
L_SettingsFormPageControl1TabSheetDataBackupGroupBoxFaqCaption	eng	FAQ	date20030218
L_SettingsFormPageControl1TabSheetDataBackupGroupBoxFaqCaption	plk	FAQ	date20030218
L_SettingsFormPageControl1TabSheetDataBackupGroupBoxFaqCaption	spa	FAQ	date20030218
L_SettingsFormPageControl1TabSheetDataBackupGroupBoxFaqLabelLinkFaqBackupCaption	deu	http://www.gs-shopbuilder.de/faq.htm	date20030218
L_SettingsFormPageControl1TabSheetDataBackupGroupBoxFaqLabelLinkFaqBackupCaption	eng	http://www.gs-shopbuilder.com/faq.htm	date20030218
L_SettingsFormPageControl1TabSheetDataBackupGroupBoxFaqLabelLinkFaqBackupCaption	plk	http://www.gs-shopbuilder.de/faq.htm	date20030218
L_SettingsFormPageControl1TabSheetDataBackupGroupBoxFaqLabelLinkFaqBackupCaption	spa	http://www.gs-shopbuilder.com/faq.htm	date20030218
L_SettingsFormPageControl1TabSheetExportCaption	deu	Export	date20030218
L_SettingsFormPageControl1TabSheetExportCaption	eng	Export	date20030218
L_SettingsFormPageControl1TabSheetExportCaption	plk	Export	date20030218
L_SettingsFormPageControl1TabSheetExportCaption	spa	Exportación	date20030218
L_SettingsFormPageControl1TabSheetExportGroupBox36Caption	deu	Exportieren in Text-Dateien	date20030218
L_SettingsFormPageControl1TabSheetExportGroupBox36Caption	eng	Export in text files	date20030218
L_SettingsFormPageControl1TabSheetExportGroupBox36Caption	plk	Exportieren in Text-Dateien	date20030218
L_SettingsFormPageControl1TabSheetExportGroupBox36Caption	spa	Exportar a archivos de texto	date20030218
L_SettingsFormPageControl1TabSheetExportGroupBox36cbExportTextCheckSeparatorCaption	deu	Trennzeichen prüfen	date20030218
L_SettingsFormPageControl1TabSheetExportGroupBox36cbExportTextCheckSeparatorCaption	eng	Check hyphen	date20030218
L_SettingsFormPageControl1TabSheetExportGroupBox36cbExportTextCheckSeparatorCaption	plk	Trennzeichen prüfen	date20030218
L_SettingsFormPageControl1TabSheetExportGroupBox36cbExportTextCheckSeparatorCaption	spa	Examinar guión	date20030218
L_SettingsFormPageControl1TabSheetExportGroupBox36Label95Caption	deu	Trennzeichen (009, 059)	date20030218
L_SettingsFormPageControl1TabSheetExportGroupBox36Label95Caption	eng	Hyphen (009, 059)	date20030218
L_SettingsFormPageControl1TabSheetExportGroupBox36Label95Caption	plk	Trennzeichen (009, 059)	date20030218
L_SettingsFormPageControl1TabSheetExportGroupBox36Label95Caption	spa	Guión (009, 059)	date20030218
L_SettingsFormPageControl1TabSheetExportGroupBox36Label96Caption	deu	Feldbegrenzung (034, 039)	date20030218
L_SettingsFormPageControl1TabSheetExportGroupBox36Label96Caption	eng	Field limitation (034, 039)	date20030218
L_SettingsFormPageControl1TabSheetExportGroupBox36Label96Caption	plk	Feldbegrenzung (034, 039)	date20030218
L_SettingsFormPageControl1TabSheetExportGroupBox36Label96Caption	spa	Limitación de campo (034, 039)	date20030218
L_SettingsFormPageControl1TabSheetExportGroupBox36Label97Caption	deu	Zeilenumbruch ersetzen durch (<br />):	date20030218
L_SettingsFormPageControl1TabSheetExportGroupBox36Label97Caption	eng	Replace wordwrap by (<br />):	date20030218
L_SettingsFormPageControl1TabSheetExportGroupBox36Label97Caption	plk	Zeilenumbruch ersetzen durch (<br />):	date20030218
L_SettingsFormPageControl1TabSheetExportGroupBox36Label97Caption	spa	Reemplacar salto de línea por (<br />):	date20030218
L_SettingsFormPageControl1TabSheetExportGroupBox37Caption	deu	Exportieren in CSV-Dateien	date20030218
L_SettingsFormPageControl1TabSheetExportGroupBox37Caption	eng	Export in CSV files	date20030218
L_SettingsFormPageControl1TabSheetExportGroupBox37Caption	plk	Exportieren in CSV-Dateien	date20030218
L_SettingsFormPageControl1TabSheetExportGroupBox37Caption	spa	Exportación a CSV archivos	date20030218
L_SettingsFormPageControl1TabSheetExportGroupBox37cbExportCSVCheckSeparatorCaption	deu	Trennzeichen prüfen	date20030218
L_SettingsFormPageControl1TabSheetExportGroupBox37cbExportCSVCheckSeparatorCaption	eng	Check hyphen	date20030218
L_SettingsFormPageControl1TabSheetExportGroupBox37cbExportCSVCheckSeparatorCaption	plk	Trennzeichen prüfen	date20030218
L_SettingsFormPageControl1TabSheetExportGroupBox37cbExportCSVCheckSeparatorCaption	spa	Examinar guión	date20030218
L_SettingsFormPageControl1TabSheetExportGroupBox37Label102Caption	deu	Feldbegrenzung (034, 039)	date20030218
L_SettingsFormPageControl1TabSheetExportGroupBox37Label102Caption	eng	Field limitation (034, 039)	date20030218
L_SettingsFormPageControl1TabSheetExportGroupBox37Label102Caption	plk	Feldbegrenzung (034, 039)	date20030218
L_SettingsFormPageControl1TabSheetExportGroupBox37Label102Caption	spa	Limitación de campo (034, 039)	date20030218
L_SettingsFormPageControl1TabSheetExportGroupBox37Label103Caption	deu	Zeilenumbruch ersetzen durch (<br />)	date20030218
L_SettingsFormPageControl1TabSheetExportGroupBox37Label103Caption	eng	Replace wordwrap by (<br />):	date20030218
L_SettingsFormPageControl1TabSheetExportGroupBox37Label103Caption	plk	Zeilenumbruch ersetzen durch (<br />)	date20030218
L_SettingsFormPageControl1TabSheetExportGroupBox37Label103Caption	spa	Reemplacar salto de línea por (<br />):	date20030218
L_SettingsFormPageControl1TabSheetExportGroupBox37Label98Caption	deu	Trennzeichen (009, 059)	date20030218
L_SettingsFormPageControl1TabSheetExportGroupBox37Label98Caption	eng	Hyphen (009, 059)	date20030218
L_SettingsFormPageControl1TabSheetExportGroupBox37Label98Caption	plk	Trennzeichen (009, 059)	date20030218
L_SettingsFormPageControl1TabSheetExportGroupBox37Label98Caption	spa	Guión (009, 059)	date20030218
L_SettingsFormPageControl1TabSheetLanguageCaption	deu	Language	date20030218
L_SettingsFormPageControl1TabSheetLanguageCaption	eng	Language	date20030218
L_SettingsFormPageControl1TabSheetLanguageCaption	plk	Language	date20030218
L_SettingsFormPageControl1TabSheetLanguageCaption	spa	Idioma	date20030218
L_SettingsFormPageControl1TabSheetLanguageGroupBoxLanguagebtnUpdateShopLanguageCaption	deu	btnUpdateShopLanguage	date20030218
L_SettingsFormPageControl1TabSheetLanguageGroupBoxLanguagebtnUpdateShopLanguageCaption	eng	btnUpdateShopLanguage	date20030218
L_SettingsFormPageControl1TabSheetLanguageGroupBoxLanguagebtnUpdateShopLanguageCaption	plk	btnUpdateShopLanguage	date20030218
L_SettingsFormPageControl1TabSheetLanguageGroupBoxLanguagebtnUpdateShopLanguageCaption	spa	btnUpdateShopLanguage	date20030218
L_SettingsFormPageControl1TabSheetLanguageGroupBoxLanguagebtnUpdateUserLanguageCaption	deu	btnUpdateUserLanguage	date20030218
L_SettingsFormPageControl1TabSheetLanguageGroupBoxLanguagebtnUpdateUserLanguageCaption	eng	btnUpdateUserLanguage	date20030218
L_SettingsFormPageControl1TabSheetLanguageGroupBoxLanguagebtnUpdateUserLanguageCaption	plk	btnUpdateUserLanguage	date20030218
L_SettingsFormPageControl1TabSheetLanguageGroupBoxLanguagebtnUpdateUserLanguageCaption	spa	btnUpdateUserLanguage	date20030218
L_SettingsFormPageControl1TabSheetLanguageGroupBoxLanguageCaption	deu	GroupBoxLanguage	date20030218
L_SettingsFormPageControl1TabSheetLanguageGroupBoxLanguageCaption	eng	GroupBoxLanguage	date20030218
L_SettingsFormPageControl1TabSheetLanguageGroupBoxLanguageCaption	plk	GroupBoxLanguage	date20030218
L_SettingsFormPageControl1TabSheetLanguageGroupBoxLanguageCaption	spa	GroupBoxLanguage	date20030218
L_SettingsFormPageControl1TabSheetLanguageGroupBoxLanguagecbMultilingualCaption	deu	Multilingual	date20030218
L_SettingsFormPageControl1TabSheetLanguageGroupBoxLanguagecbMultilingualCaption	eng	Multilingual	date20030218
L_SettingsFormPageControl1TabSheetLanguageGroupBoxLanguagecbMultilingualCaption	plk	Multilingual	date20030218
L_SettingsFormPageControl1TabSheetLanguageGroupBoxLanguagecbMultilingualCaption	spa	Multilingual	date20030218
L_SettingsFormPageControl1TabSheetLanguageGroupBoxLanguageLabelShopLanguageCaption	deu	LabelShopLanguage	date20030218
L_SettingsFormPageControl1TabSheetLanguageGroupBoxLanguageLabelShopLanguageCaption	eng	LabelShopLanguage	date20030218
L_SettingsFormPageControl1TabSheetLanguageGroupBoxLanguageLabelShopLanguageCaption	plk	LabelShopLanguage	date20030218
L_SettingsFormPageControl1TabSheetLanguageGroupBoxLanguageLabelShopLanguageCaption	spa	LabelShopLanguage	date20030218
L_SettingsFormPageControl1TabSheetLanguageGroupBoxLanguageLabelUserLanguageCaption	deu	LabelUserLanguage	date20030218
L_SettingsFormPageControl1TabSheetLanguageGroupBoxLanguageLabelUserLanguageCaption	eng	LabelUserLanguage	date20030218
L_SettingsFormPageControl1TabSheetLanguageGroupBoxLanguageLabelUserLanguageCaption	plk	LabelUserLanguage	date20030218
L_SettingsFormPageControl1TabSheetLanguageGroupBoxLanguageLabelUserLanguageCaption	spa	LabelUserLanguage	date20030218
L_SettingsFormPageControl1TabSheetSlideShowCaption	deu	Slideshow	date20030218
L_SettingsFormPageControl1TabSheetSlideShowCaption	eng	Slideshow	date20030218
L_SettingsFormPageControl1TabSheetSlideShowCaption	plk	Slideshow	date20030218
L_SettingsFormPageControl1TabSheetSlideShowCaption	spa	Slideshow	date20030218
L_SettingsFormPageControl1TabSheetSlideShowGroupBoxProductsOnMainPageCaption	deu	Artikel auf Hauptseite	date20030218
L_SettingsFormPageControl1TabSheetSlideShowGroupBoxProductsOnMainPageCaption	eng	Items on main page	date20030218
L_SettingsFormPageControl1TabSheetSlideShowGroupBoxProductsOnMainPageCaption	plk	Artikel auf Hauptseite	date20030218
L_SettingsFormPageControl1TabSheetSlideShowGroupBoxProductsOnMainPageCaption	spa	Artículo en página inicial	date20030218
L_SettingsFormPageControl1TabSheetSlideShowGroupBoxProductsOnMainPagecbProductsOnMainPageCaption	deu	Artikel auf Hauptseite	date20030218
L_SettingsFormPageControl1TabSheetSlideShowGroupBoxProductsOnMainPagecbProductsOnMainPageCaption	eng	Items on main page	date20030218
L_SettingsFormPageControl1TabSheetSlideShowGroupBoxProductsOnMainPagecbProductsOnMainPageCaption	plk	Artikel auf Hauptseite	date20030218
L_SettingsFormPageControl1TabSheetSlideShowGroupBoxProductsOnMainPagecbProductsOnMainPageCaption	spa	Art´culos en página inicial	date20030218
L_SettingsFormPageControl1TabSheetSlideShowGroupBoxSlideShowCaption	deu	Slideshow	date20030218
L_SettingsFormPageControl1TabSheetSlideShowGroupBoxSlideShowCaption	eng	Slideshow	date20030218
L_SettingsFormPageControl1TabSheetSlideShowGroupBoxSlideShowCaption	plk	Slideshow	date20030218
L_SettingsFormPageControl1TabSheetSlideShowGroupBoxSlideShowCaption	spa	Slideshow	date20030218
L_SettingsFormPageControl1TabSheetSlideShowGroupBoxSlideShowcbSlideShowCaption	deu	Slideshow auf Hauptseite einbinden	date20030218
L_SettingsFormPageControl1TabSheetSlideShowGroupBoxSlideShowcbSlideShowCaption	eng	Integrate slideshow in main page	date20030218
L_SettingsFormPageControl1TabSheetSlideShowGroupBoxSlideShowcbSlideShowCaption	plk	Slideshow auf Hauptseite einbinden	date20030218
L_SettingsFormPageControl1TabSheetSlideShowGroupBoxSlideShowcbSlideShowCaption	spa	Integrar slideshow en página inicial	date20030218
L_SettingsFormPageControl1TabSheetTermsAndConditionsCaption	deu	AGB	date20030218
L_SettingsFormPageControl1TabSheetTermsAndConditionsCaption	eng	General terms and conditions	date20030218
L_SettingsFormPageControl1TabSheetTermsAndConditionsCaption	plk	AGB	date20030218
L_SettingsFormPageControl1TabSheetTermsAndConditionsCaption	spa	Condiciones generales de uso	date20030218
L_SettingsFormPageControl1TabSheetTermsAndConditionsGroupBoxFaqTermsAndConditionsCaption	deu	FAQ	date20030218
L_SettingsFormPageControl1TabSheetTermsAndConditionsGroupBoxFaqTermsAndConditionsCaption	eng	FAQ	date20030218
L_SettingsFormPageControl1TabSheetTermsAndConditionsGroupBoxFaqTermsAndConditionsCaption	plk	FAQ	date20030218
L_SettingsFormPageControl1TabSheetTermsAndConditionsGroupBoxFaqTermsAndConditionsCaption	spa	FAQ	date20030218
L_SettingsFormPageControl1TabSheetTermsAndConditionsGroupBoxFaqTermsAndConditionsLabelTermsAndConditionsCaption	deu	http://www.gs-shopbuilder.de/faq.htm	date20030218
L_SettingsFormPageControl1TabSheetTermsAndConditionsGroupBoxFaqTermsAndConditionsLabelTermsAndConditionsCaption	eng	http://www.gs-shopbuilder.com/faq.htm	date20030218
L_SettingsFormPageControl1TabSheetTermsAndConditionsGroupBoxFaqTermsAndConditionsLabelTermsAndConditionsCaption	plk	http://www.gs-shopbuilder.de/faq.htm	date20030218
L_SettingsFormPageControl1TabSheetTermsAndConditionsGroupBoxFaqTermsAndConditionsLabelTermsAndConditionsCaption	spa	http://www.gs-shopbuilder.com/faq.htm	date20030218
L_SettingsFormPageControl1TabSheetTermsAndConditionsGroupBoxTermsAndConditionsCaption	deu	AGB-Bestätigung	date20030218
L_SettingsFormPageControl1TabSheetTermsAndConditionsGroupBoxTermsAndConditionsCaption	eng	General terms and conditions - confirmation	date20030218
L_SettingsFormPageControl1TabSheetTermsAndConditionsGroupBoxTermsAndConditionsCaption	plk	AGB-Bestätigung	date20030218
L_SettingsFormPageControl1TabSheetTermsAndConditionsGroupBoxTermsAndConditionsCaption	spa	Condiciones generales de uso: confirmación	date20030218
L_SettingsFormPageControl1TabSheetTermsAndConditionsGroupBoxTermsAndConditionscbTermsAndConditionsCaption	deu	Allgemeine Geschäftsbedingungen müssen bei der Bestellung bestätigt werden.	date20030218
L_SettingsFormPageControl1TabSheetTermsAndConditionsGroupBoxTermsAndConditionscbTermsAndConditionsCaption	eng	General terms and conditions must be confirmed during order	date20030218
L_SettingsFormPageControl1TabSheetTermsAndConditionsGroupBoxTermsAndConditionscbTermsAndConditionsCaption	plk	Allgemeine Geschäftsbedingungen müssen bei der Bestellung bestätigt werden.	date20030218
L_SettingsFormPageControl1TabSheetTermsAndConditionsGroupBoxTermsAndConditionscbTermsAndConditionsCaption	spa	Condiciones generales de uso tienen que ser confirmados durante pedido	date20030218
L_SettingsFormPageControl1tsBuyCaption	deu	Bestellseite	date20030218
L_SettingsFormPageControl1tsBuyCaption	eng	Order page	date20030218
L_SettingsFormPageControl1tsBuyCaption	plk	Bestellseite	date20030218
L_SettingsFormPageControl1tsBuyCaption	spa	Página de pedido	date20030218
L_SettingsFormPageControl1tsBuyGroupBox10Caption	deu	E-Mail	date20030218
L_SettingsFormPageControl1tsBuyGroupBox10Caption	eng	E-Mail	date20030218
L_SettingsFormPageControl1tsBuyGroupBox10Caption	plk	E-Mail	date20030218
L_SettingsFormPageControl1tsBuyGroupBox10Caption	spa	Correo	date20030218
L_SettingsFormPageControl1tsBuyGroupBox10Label14Caption	deu	E-Mail-Adresse, an die die Bestellungen geschickt werden:	date20030218
L_SettingsFormPageControl1tsBuyGroupBox10Label14Caption	eng	E-Mail address to which orders are sent:	date20030218
L_SettingsFormPageControl1tsBuyGroupBox10Label14Caption	plk	E-Mail-Adresse, an die die Bestellungen geschickt werden:	date20030218
L_SettingsFormPageControl1tsBuyGroupBox10Label14Caption	spa	Dirección de correo a donde se envia pedidos:	date20030218
L_SettingsFormPageControl1tsBuyGroupBox13Caption	deu	Lieferadresse	date20030218
L_SettingsFormPageControl1tsBuyGroupBox13Caption	eng	Delivery address	date20030218
L_SettingsFormPageControl1tsBuyGroupBox13Caption	plk	Lieferadresse	date20030218
L_SettingsFormPageControl1tsBuyGroupBox13Caption	spa	Dirección de entrega	date20030218
L_SettingsFormPageControl1tsBuyGroupBox13cbAllowShippingAddressCaption	deu	Im Bestellformular eine abweichende Lieferadresse zulassen	date20030218
L_SettingsFormPageControl1tsBuyGroupBox13cbAllowShippingAddressCaption	eng	Accept different delivery address in order form	date20030218
L_SettingsFormPageControl1tsBuyGroupBox13cbAllowShippingAddressCaption	plk	Im Bestellformular eine abweichende Lieferadresse zulassen	date20030218
L_SettingsFormPageControl1tsBuyGroupBox13cbAllowShippingAddressCaption	spa	Acceptar otra dirección de entrega en formulario de pedido	date20030218
L_SettingsFormPageControl1tsBuyGroupBox6Caption	deu	Versand des Bestellformulars	date20030218
L_SettingsFormPageControl1tsBuyGroupBox6Caption	eng	Send order form	date20030218
L_SettingsFormPageControl1tsBuyGroupBox6Caption	plk	Versand des Bestellformulars	date20030218
L_SettingsFormPageControl1tsBuyGroupBox6Caption	spa	Enviar formulraio de pedido	date20030218
L_SettingsFormPageControl1tsBuyGroupBox6edMailScriptURLHint	deu	URL der Skriptdatei, die für die Bestelldaten verwendet wird	date20030218
L_SettingsFormPageControl1tsBuyGroupBox6edMailScriptURLHint	eng	URL script file which is used for order data	date20030218
L_SettingsFormPageControl1tsBuyGroupBox6edMailScriptURLHint	plk	URL der Skriptdatei, die für die Bestelldaten verwendet wird	date20030218
L_SettingsFormPageControl1tsBuyGroupBox6edMailScriptURLHint	spa	URL script archivo usado para datos de pedido	date20030218
L_SettingsFormPageControl1tsBuyGroupBox6HidePanelLabel93Caption	deu	Von Ihrem Provider ist bereits ein Script vorinstalliert, mit dem die Daten der#13#10Bestellung automatisch per E-Mail an die von Ihnen angegebene Adresse #13#10gesendet werden. Dieses Script wird automatisch verwendet.#13#10#13#10Bitte beachten Sie, dass	date20030218
L_SettingsFormPageControl1tsBuyGroupBox6HidePanelLabel93Caption	eng	Your provider has already installed a script with which order data#13#10is automatically sent per E-Mail to the address #13#10indicated by you. This script is used automatically.#13#10#13#10Please note that it only functions when your shop is published on	date20030218
L_SettingsFormPageControl1tsBuyGroupBox6HidePanelLabel93Caption	plk	Von Ihrem Provider ist bereits ein Script vorinstalliert, mit dem die Daten der#13#10Bestellung automatisch per E-Mail an die von Ihnen angegebene Adresse #13#10gesendet werden. Dieses Script wird automatisch verwendet.#13#10#13#10Bitte beachten Sie, dass	date20030218
L_SettingsFormPageControl1tsBuyGroupBox6HidePanelLabel93Caption	spa	Su provider yaha instalado un script con que datos de pedido#13#10son enviados automaticamente por correo a la dirección#13#10indicada por Vd. Este script es usado automaticamente.#13#10#13#10Ten cuidado que eso solo funciona si su shop es publicado en	date20030218
