//Key	Language	Translation	creation date yyyymmdd
//  GS ShopBuilder, Copyright (c) 2004 by GS Software AG, Dortmund (www.gs-shopbuilder.com) - Do not remove this copyright notice!		GS ShopBuilder version 3.0.0.3	data20020101
// ©2003 GS ShopBuilder - Droits de traduction réservés pour tous les pays. 			date20020101
// ©2003 GS ShopBuilder - All Rights Reserved.		All translations rights reserved.	date20020101
// ©2003 GS ShopBuilder - Todos los Derechos quedan reservados. 	 	Todas los derechos de traducción reservados.	date20020101
// ©2003 GS ShopBuilder - Alle Rechte vorbehalten.	 	Alle Übersetzungsrechte vorbehalten.	date20020101
// ©2003 GS ShopBuilder - Alle Rechten Voorbehouden. 	 		date20020101
// ©2003 GS ShopBuilder - Med ensamrätt.	 	 	date20020101	sv
// ©2003 GS ShopBuilder - Tutti i Diritti Riservati. 	 	Tutti i diritti di traduzione riservati.	date20020101
// ©2003 GS ShopBuilder - Todos os Direitos Reservados.	 	Todas os direitos de tradução reservados.	date20020101
// ©2003 GS ShopBuilder - Med eneret.	 	 	date20020101	dk
L_ShipToCanada	esp	Canada	date20100512
L_ShipToUsa	deu	USA	date20100512
L_ShipToUsa	esp	USA	date20100512
L_ShipToJapan	deu	Japan	date20100512
L_ShipToJapan	esp	Japan	date20100512
L_cbUsePaymorrow	deu	Paymorrow verwenden	date20100512
L_cbUsePaymorrow	esp	use Paymorrow	date20100512
L_ButtonPaymorrowGetAccount	deu	Bei Paymorrow anmelden	date20100512
L_ButtonPaymorrowGetAccount	esp	Sign Up For a Paymorrow Account...	date20100512
L_lblPaymorrowLogo	deu	Logo	date20100512
L_lblPaymorrowLogo	esp	Logo	date20100512
L_LabelPaymorrowServerURL	deu	Server URL	date20100512
L_LabelPaymorrowServerURL	esp	Server URL	date20100512
L_LabelPaymorrowServerPath	deu	Server Pfad	date20100512
L_LabelPaymorrowServerPath	esp	Server Path	date20100512
L_LabelPaymorrowServerPort	deu	Server Port	date20100512
L_LabelPaymorrowServerPort	esp	Server Port	date20100512
L_LabelPaymorrowMInWert	deu	Minimaler Bestellwert	date20100512
L_LabelPaymorrowMInWert	esp	Minimum order value	date20100512
L_LabelPaymorrowMaxWert	deu	Maximaler Bestellwert	date20100512
L_LabelPaymorrowMaxWert	esp	Maximum order value	date20100512
L_ChekboxPaymorrowFirst	deu	Paymorrow nach vorn	date20100512
L_ChekboxPaymorrowFirst	esp	Set Paymorrow to first position	date20100512
L_ButtonPaymorrowSettings	deu	Zuweisungen	date20100512
L_ButtonPaymorrowSettings	esp	Settings	date20100512
L_LabelPaymorrowMerchantId	deu	MerchantID	date20100512
L_LabelPaymorrowMerchantId	esp	MerchantID	date20100512
L_ButtonPaymorrowPassword	deu	Passwort	date20100512
L_ButtonPaymorrowPassword	esp	Password	date20100512
L_mtPaymorrowZuordnung	deu	Bitte weisen Sie allen Warengruppen und Zustellern Ihres Shops die passende Einstellung von Paymorrow zu.	date20100512
L_mtPaymorrowZuordnung	esp	Please set all comboboxes	date20100512
L_PaymorrowWarengruppenCaption	deu	Zuordnung Warengruppen und Zusteller	date20100512
L_PaymorrowWarengruppenCaption	esp	mapping classes of goods and deliverer	date20100512
L_PaymorrowWarengruppenNr	deu	Nr	date20100512
L_PaymorrowWarengruppenNr	esp	Id	date20100512
L_PaymorrowWarengruppenShop	deu	Warengruppe Shop	date20100512
L_PaymorrowWarengruppenShop	esp	class of goods shop	date20100512
L_PaymorrowWarengruppenPaymorrow	deu	Warengruppe Paymorrow	date20100512
L_PaymorrowWarengruppenPaymorrow	esp	class of goods Paymorrow	date20100512
L_PaymorrowZusteller	deu	Nr	date20100512
L_PaymorrowZusteller	esp	Id	date20100512
L_PaymorrowZustellerShop	deu	Zusteller Shop	date20100512
L_PaymorrowZustellerShop	esp	deliverer shop	date20100512
L_PaymorrowZustellerPaymorrow	deu	Zusteller Paymorrow	date20100512
L_PaymorrowZustellerPaymorrow	esp	deliverer Paymorrow	date20100512
L_SettingsFormPageControl1TabSheetExportHelppagelinkCaption	deu	Zur Hilfeseite	date20100512
L_SettingsFormPageControl1TabSheetExportHelppagelinkCaption	esp	to Helppage	date20100512
L_edVariantHint	deu	Varianten-Beschreibung	date20100514
L_edVariantHint	esp	varinat description	date20100514
L_edItemNumberHint	deu	Artikelnummer	date20100514
L_edItemNumberHint	esp	Item number	date20100514
L_edProductNameHint	deu	Produktname	date20100514
L_edProductNameHint	esp	Product name	date20100514
L_CountryAfganistan	deu	Afganistan	date20100514
L_CountryAfganistan	esp	Afganistan	date20100514
L_CountyEgypt	deu	Ägypten	date20100514
L_CountyEgypt	esp	Egypt	date20100514
L_CountryAlbania	deu	Albanien	date20100514
L_CountryAlbania	esp	Albania	date20100514
L_CountryAlgeria	deu	Algerien	date20100514
L_CountryAlgeria	esp	Algeria	date20100514
L_CountryAmericanSamoa	deu	Amerikanisch-Samoa	date20100514
L_CountryAmericanSamoa	esp	Amrican Samoa	date20100514
L_CountryAndorra	deu	Andorra	date20100514
L_CountryAndorra	esp	Andorra	date20100514
L_CountryAngola	deu	Angola	date20100514
L_CountryAngola	esp	Angola	date20100514
L_CountryAnguilla	deu	Anguilla	date20100514
L_CountryAnguilla	esp	Anguilla	date20100514
L_CountryAntarctica	deu	Antarktis	date20100514
L_CountryAntarctica	esp	Antarctica	date20100514
L_CountryAntiguaAndBarbuda	deu	Antigua und Barbuda	date20100514
L_CountryAntiguaAndBarbuda	esp	Antigua and Barbuda	date20100514
L_CountryEquatorialGuinea	deu	Äquatorialguinea	date20100514
L_CountryEquatorialGuinea	esp	Equatorial Guinea	date20100514
L_CountryArgentina	deu	Argentinien	date20100514
L_CountryArgentina	esp	Argentina	date20100514
L_CountryArmenia	deu	Armenien	date20100514
L_CountryArmenia	esp	Armenia	date20100514
L_CountryAruba	deu	Aruba	date20100514
L_CountryAruba	esp	Aruba	date20100514
L_CountryAzerbaijan	deu	Aserbaidschan	date20100514
L_CountryAzerbaijan	esp	Azerbaijan	date20100514
L_CountryEthiopia	deu	Äthiopien	date20100514
L_CountryEthiopia	esp	Ethiopia	date20100514
L_CountryAustralia	deu	Australien	date20100514
L_CountryAustralia	esp	Australia	date20100514
L_CountryBahamas	deu	Bahamas, die	date20100514
L_CountryBahamas	Bahamas	date20100514
L_CountryBahrain	deu	Bahrein	date20100514
L_CountryBahrain	esp	Bahrain	date20100514
L_CountryBangladesh	deu	Bangladesch	date20100514
L_CountryBangladesh	esp	Bangladesh	date20100514
L_CountryBarbados	deu	Barbados	date20100514
L_CountryBarbados	esp	Barbados	date20100514
L_CountryBelgium	deu	Belgien	date20100514
L_CountryBelgium	esp	Belgium	date20100514
L_CountryBelize	deu	Belize	date20100514
L_CountryBelize	esp	Belize	date20100514
L_CountryBenin	deu	Benin	date20100514
L_CountryBenin	esp	Benin	date20100514
L_CountryBermuda	deu	Bermuda	date20100514
L_CountryBermuda	esp	Bermuda	date20100514
L_CountryBhutan	deu	Bhutan	date20100514
L_CountryBhutan	esp	Bhutan	date20100514
L_CountryBolivia	deu	Bolivien	date20100514
L_CountryBolivia	esp	Bolivia	date20100514
L_CountryBosnienHerzegowina	deu	Bosnien-Herzegowina	date20100514
L_CountryBosnienHerzegowina	esp	Bosnia and Herzegovina	date20100514
L_CountryBotsuana	deu	Botswana	date20100514
L_CountryBotsuana	esp	Botsuana	date20100514
L_CountryBouvetIsland	deu	Bouvet-Insel	date20100514
L_CountryBouvetIsland	esp	Bouvet Island	date20100514#
L_CountryBrazil	deu	Brasilien	date20100514
L_CountryBrazil	esp	Brazil	date20100514
L_CountryVirginIslandsBritish	deu	Britische Jungferninseln	date20100514
L_CountryVirginIslandsBritish	esp	Virgin Islands, British	date20100514
L_CountryBritishIndianOceanTerritory	deu	Britisches Territorium im Indischen Ozean	date20100514
L_CountryBritishIndianOceanTerritory	esp	British Indian Ocean Territory	date20100514
L_CountryBruneiDarussalam	deu	Brunei Darussalam	date20100514
L_CountryBruneiDarussalam	esp	Brunei Darussalam	date20100514
L_CountryBulgaria	deu	Bulgarien	date20100514
L_CountryBulgaria	esp	Bulgaria	date20100514
L_CountryBurkinaFaso	deu	Burkina Faso	date20100514
L_CountryBurkinaFaso	esp	Burkina Faso	date20100514
L_CountryBurundi	deu	Burundi	date20100514
L_CountryBurundi	esp	Burundi	date20100514
L_CountryChile	deu	Chile	date20100514
L_CountryChile	esp	Chile	date20100514
L_CountryChina	deu	China	date20100514
L_CountryChina	esp	China	date20100514
L_CountryCocosIslands	deu	Cocosinseln	date20100514
L_CountryCocosIslands	esp	Cocos (Keeling) Islands	date20100514
L_CountryCookIslands	deu	Cook Inseln	date20100514
L_CountryCookIslands	esp	Cook Islands	date20100514
L_CountryCostaRica	deu	Costa Rica	date20100514
L_CountryCostaRica	esp	Costa Rica	date20100514
L_CountryCotedIvoire	deu	Cote dIvoire	date20100514
L_CountryCotedIvoire	esp	Cote dIvoire	date20100514
L_CountryDenmark	deu	Dänemark	date20100514
L_CountryDenmark	esp	Denmark	date20100514
L_CountryGermany	deu	Deutschland	date20100514
L_CountryGermany	esp	Germany	date20100514
L_CountryDominica	deu	Dominika	date20100514
L_CountryDominica	esp	Dominica	date20100514
L_CountryDominicanRepublic	deu	Dominikanische Republik	date20100514
L_CountryDominicanRepublic	esp	Dominican Republic	date20100514
L_CountryDjibouti	deu	Dschibuti	date20100514
L_CountryDjibouti	esp	Djibouti	date20100514
L_CountryEcuador	deu	Equador	date20100514
L_CountryEcuador	esp	Ecuador	date20100514
L_CountryElSalvador	deu	El Salvador	date20100514
L_CountryElSalvador	esp	El Salvador	date20100514
L_CountryEritrea	deu	Eritrea	date20100514
L_CountryEritrea	esp	Eritrea	date20100514
L_CountryEstonia	deu	Estland	date20100514
L_CountryEstonia	esp	Estonia	date20100514
L_CountryFalklandIslands	deu	Falklandinseln (Malvinen)	date20100514
L_CountryFalklandIslands	esp	Falkland Islands (Malvinas)	date20100514
L_CountryFaroeIslands	deu	Faröer	date20100514
L_CountryFaroeIslands	esp	Faroe Islands	date20100514
L_CountryFiji	deu	Fidschi	date20100514
L_CountryFiji	esp	Fiji	date20100514
L_CountryFinland	deu	Finnland	date20100514
L_CountryFinland	esp	Finland	date20100514
L_CountryFrance	deu	Frankreich	date20100514
L_CountryFrance	esp	France	date20100514
L_CountryFrenchSouthernTerritories	deu	Französische Südpolar-Territorien	date20100514
L_CountryFrenchSouthernTerritories	esp	French Southern Territories	date20100514
L_CountryFrenchGuiana	deu	Französisch-Guayana	date20100514
L_CountryFrenchGuiana	esp	French Guiana	date20100514
L_CountryFrenchPolynesia	deu	Französisch-Polinesien	date20100514
L_CountryFrenchPolynesia	esp	French Polynesia	date20100514
L_CountryGabon	deu	Gabun	date20100514
L_CountryGabon	esp	Gabon	date20100514
L_CountryGambia	deu	Gambia	date20100514
L_CountryGambia	esp	Gambia	date20100514
L_CountryGeorgia	deu	Georgien	date20100514
L_CountryGeorgia	esp	Georgia	date20100514
L_CountryGhana	deu	Ghana	date20100514
L_CountryGhana	esp	Ghana	date20100514
L_CountryGibraltar	deu	Gibraltar	date20100514
L_CountryGibraltar	esp	Gibraltar	date20100514
L_CountryGrenada	deu	Grenada	date20100514
L_CountryGrenada	esp	Grenada	date20100514
L_CountryGreece	deu	Griechenland	date20100514
L_CountryGreece	esp	Greece	date20100514
L_CountryGreenland	deu	Grönland	date20100514
L_CountryGreenland	esp	Greenland	date20100514
L_CountryGuadeloupe	deu	Guadeloupe	date20100514
L_CountryGuadeloupe	esp	Guadeloupe	date20100514
L_CountryGuam	deu	Guam	date20100514
L_CountryGuam	esp	Guam	date20100514
L_CountryGuatemala	deu	Guatemala	date20100514
L_CountryGuatemala	esp	Guatemala	date20100514
L_CountryGuinea	deu	Guinea	date20100514
L_CountryGuinea	esp	Guinea	date20100514
L_CountryGuineaBissau	deu	Guinea-Bissau	date20100514
L_CountryGuineaBissau	esp	Guinea-Bissau	date20100514
L_CountryGuyana	deu	Guyana	date20100514
L_CountryGuyana	esp	Guyana	date20100514
L_CountryHaiti	deu	Haiti	date20100514
L_CountryHaiti	esp	Haiti	date20100514
L_CountryHeardIslandAndMcDonaldIslands	deu	Heardinsel und McDonald-Inseln	date20100514
L_CountryHeardIslandAndMcDonaldIslands	esp	Heard Island and McDonald Islands	date20100514
L_CountryHolySeeVaticanCityState	deu	Heilige Stuhl, der (Vatikanstadt)	date20100514
L_CountryHolySeeVaticanCityState	esp	Holy See (Vatican City State)	date20100514
L_CountryHonduras	deu	Honduras	date20100514
L_CountryHonduras	esp	Honduras	date20100514
L_CountryHongkong	deu	Hong Kong	date20100514
L_CountryHongkong	esp	Hongkong	date20100514
L_CountryIndia	deu	Indien	date20100514
L_CountryIndia	esp	India	date20100514
L_CountryIndonesia	deu	Indonesien	date20100514
L_CountryIndonesia	esp	Indonesia	date20100514
L_CountryIraq	deu	Irak	date20100514
L_CountryIraq	esp	Iraq	date20100514
L_CountryIran	deu	Iran, Islamische Republik	date20100514
L_CountryIran	esp	Iran, Islamic Republic of	date20100514
L_CountryIreland	deu	Irland	date20100514
L_CountryIreland	esp	Ireland	date20100514
L_CountryIceland	deu	Island	date20100514
L_CountryIceland	esp	Iceland	date20100514
L_CountryIsrael	deu	Israel	date20100514
L_CountryIsrael	esp	Israel	date20100514
L_CountryItaly	deu	Italien	date20100514
L_CountryItaly	esp	Italy	date20100514
L_CountryJamaica	deu	Jamaika	date20100514
L_CountryJamaica	esp	Jamaica	date20100514
L_CountryJapan	deu	Japan	date20100514
L_CountryJapan	esp	Japan	date20100514
L_CountryYemen	deu	Jemen	date20100514
L_CountryYemen	esp	Yemen	date20100514
L_CountryJordan	deu	Jordan	date20100514
L_CountryJordan	esp	Jordan	date20100514
L_CountryCaymanIslands	deu	Kaimaninseln	date20100514
L_CountryCaymanIslands	esp	Cayman Islands	date20100514
L_CountryCambodia	deu	Kambodscha	date20100514
L_CountryCambodia	esp	Cambodia	date20100514
L_CountryCameroon	deu	Kamerun	date20100514
L_CountryCameroon	esp	Cameroon	date20100514
L_CountryCanada	deu	Kanada	date20100514
L_CountryCanada	esp	Canada	date20100514
L_CountryCapeVerde	deu	Kap Verde	date20100514
L_CountryCapeVerde	esp	Cape Verde	date20100514
L_CountryKazakhstan	deu	Kasachstan	date20100514
L_CountryKazakhstan	esp	Kazakhstan	date20100514
L_CountryQatar	deu	Katar	date20100514
L_CountryQatar	esp	Qatar	date20100514
L_CountryKenya	deu	Kenia	date20100514
L_CountryKenya	esp	Kenya	date20100514
L_CountryKyrgyzstan	deu	Kirgisien	date20100514
L_CountryKyrgyzstan	esp	Kyrgyzstan	date20100514
L_CountryKiribati	deu	Kiribati	date20100514
L_CountryKiribati	ebg	Kiribati	date20100514
L_CountryUnitedStatesMinorOutlyingIslands	deu	Kleine US-Außeninseln	date20100514
L_CountryUnitedStatesMinorOutlyingIslands	esp	United States Minor Outlying Islands	date20100514
L_CountryColombia	deu	Kolumbien	date20100514
L_CountryColombia	esp	Colombia	date20100514
L_CountryComoros	deu	Komoren	date20100514
L_CountryComoros	esp	Comoros	date20100514
L_CountryCongo	deu	Kongo	date20100514
L_CountryCongo	esp	Congo	date20100514
L_CountryCongoDemocraticRepublic	deu	Kongo, Demokratische Republik	date20100514
L_CountryCongoDemocraticRepublic	esp	Congo, the Democratic Republic of the	date20100514
L_CountryKoreaDemocraticPeoplesRepublic	deu	Korea, Demokratische Volksrepublik	date20100514
L_CountryKoreaDemocraticPeoplesRepublic	esp	Korea, Democratic Peoples Republic of	date20100514
L_CountryCroatia	deu	Kroatien	date20100514
L_CountryCroatia	esp	Croatia	date20100514
L_CountryCuba	deu	Kuba	date20100514
L_CountryCuba	esp	Cuba	date20100514
L_CountryKuwait	deu	Kuwait	date20100514
L_CountryKuwait	esp	Kuwait	date20100514
L_CountryLaoPeoplesDemocraticRepublic	deu	Laos, Demokratische Volksrepublik	date20100514
L_CountryLaoPeoplesDemocraticRepublic	esp	Lao Peoples Democratic Republic	date20100514
L_CountryLesotho	deu	Lesotho	date20100514
L_CountryLesotho	esp	Lesotho	date20100514
L_CountryLatvia	deu	Lettland	date20100514
L_CountryLatvia	esp	Latvia	date20100514
L_CountryLebanon	deu	Libanon	date20100514
L_CountryLebanon	esp	Lebanon	date20100514
L_CountryLiberia	deu	Liberia	date20100514
L_CountryLiberia	esp	Liberia	date20100514
L_CountryLibyanArabJamahiriya	deu	Libyen	date20100514
L_CountryLibyanArabJamahiriya	esp	Libyan Arab Jamahiriya	date20100514
L_CountryLiechtenstein	deu	Lichtenstein	date20100514
L_CountryLiechtenstein	esp	Liechtenstein	date20100514
L_CountryLithuania	deu	Litauen	date20100514
L_CountryLithuania	esp	Lithuania	date20100514
L_CountryLuxembourg	deu	Luxemburg	date20100514
L_CountryLuxembourg	esp	Luxembourg	date20100514
L_CountryMacao	deu	Macao	date20100514
L_CountryMacao	esp	Macao	date20100514
L_CountryMadagascar	deu	Madagaskar	date20100514
L_CountryMadagascar	esp	Madagascar	date20100514
L_CountryMalawi	deu	Malawi	date20100514
L_CountryMalawi	esp	Malawi	date20100514
L_CountryMalaysia	deu	Malaysia	date20100514
L_CountryMalaysia	esp	Malaysia	date20100514
L_CountryMaldives	deu	Maldiven	date20100514
L_CountryMaldives	esp	Maldives	date20100514
L_CountryMali	deu	Mali	date20100514
L_CountryMali	esp	Mali	date20100514
L_CountryMalta	deu	Malta	date20100514
L_CountryMalta	esp	Malta	date20100514
L_CountryMorocco	deu	Marocco	date20100514
L_CountryMorocco	esp	Morocco	date20100514
L_CountryMarshallIslands	deu	Marshallinseln	date20100514
L_CountryMarshallIslands	esp	Marshall Islands	date20100514
L_CountryMartinique	deu	Martinique	date20100514
L_CountryMartinique	esp	Martinique	date20100514
L_CountryMauritania	deu	Mauritanien	date20100514
L_CountryMauritania	esp	Mauritania	date20100514
L_CountryMauritius	deu	Mauritius	date20100514
L_CountryMauritius	esp	Mauritius	date20100514
L_CountryMayotte	deu	Mayotte	date20100514
L_CountryMayotte	esp	Mayotte	date20100514
L_CountryMacedoniaFormerYugoslavRepublic	deu	Mazedonien, die ehemalige Jugoslawische Republik	date20100514
L_CountryMacedoniaFormerYugoslavRepublic	esp	Macedonia, the Former Yugoslav Republic	date20100514
L_CountryMexico	deu	Mexiko	date20100514
L_CountryMexico	esp	Mexico	date20100514
L_CountryMicronesiaFederatedStates	deu	Mikronesien, Staatsföderation	date20100514
L_CountryMicronesiaFederatedStates	esp	Micronesia, Federated States of	date20100514
L_CountryMoldovaRepublic	deu	Moldawien, Republik	date20100514
L_CountryMoldovaRepublic	esp	Moldova, Republic of	date20100514
L_CountryMonaco	deu	Monako	date20100514
L_CountryMonaco	esp	Monaco	date20100514
L_CountryMongolia	deu	Mongolei	date20100514
L_CountryMongolia	esp	Mongolia	date20100514
L_CountryMontserrat	deu	Montserrat	date20100514
L_CountryMontserrat	esp	Montserrat	date20100514
L_CountryMozambique	deu	Mosambik	date20100514
L_CountryMozambique	esp	Mozambique	date20100514
L_CountryMyanmar	deu	Myanmar	date20100514
L_CountryMyanmar	esp	Myanmar	date20100514
L_CountryNamibia	deu	Namibia	date20100514
L_CountryNamibia	esp	Namibia	date20100514
L_CountryNauru	deu	Nauru	date20100517
L_CountryNauru	esp	Nauru	date20100517
L_CountryNepal	deu	Nepal	date20100517
L_CountryNepal	esp	Nepal	date20100517
L_CountryNewCaledonia	deu	Neukaledonien	date20100517
L_CountryNewCaledonia	esp	New Caledonia	date20100517
L_CountryNewZealand	deu	Neuseeland	date20100517
L_CountryNewZealand	esp	New Zealand	date20100517
L_CountryNetherlands	deu	Niederlande	date20100517
L_CountryNetherlands	esp	Netherlands	date20100517
L_CountryNetherlandsAntilles	deu	Niederlaendische Antillen	date20100517
L_CountryNetherlandsAntilles	esp	Netherlands Antilles	date20100517
L_CountryNiger	deu	Niger	date20100517
L_CountryNiger	esp	Niger	date20100517
L_CountryNigeria	deu	Nigeria	date20100517
L_CountryNigeria	esp	Nigeria	date20100517
L_CountryNicaragua	deu	Nikaragua	date20100517
L_CountryNicaragua	esp	Nicaragua	date20100517
L_CountryNiue	deu	Niue	date20100517
L_CountryNiue	esp	Niue	date20100517
L_CountryNorthernMarianaIslands	deu	Nordische Marianen-Inseln	date20100517
L_CountryNorthernMarianaIslands	esp	Northern Mariana Islands	date20100517
L_CountryNorfolkIsland	deu	Norfolkinseln	date20100517
L_CountryNorfolkIsland	esp	Norfolk Island	date20100517
L_CountryNorway	deu	Norwegen	date20100517
L_CountryNorway	esp	Norway	date2010517
L_CountryOman	deu	Oman	date20100517
L_CountryOman	esp	Oman	date20100517
L_CountryAustria	deu	Oesterreich	date20100517
L_CountryAustria	esp	Austria	date20100517
L_CountryTimorLeste	deu	Ost-Timur	date20100517
L_CountryTimorLeste	esp	Timor-Leste	date20100517
L_CountryPakistan	deu	Pakistan	date20100517
L_CountryPakistan	esp	Pakistan	date20100517
L_CountryPalestinianTerritory	deu	Palestinensische Territorium, das	date20100517
L_CountryPalestinianTerritory	esp	Palestinian Territory	date20100517
L_CountryPalau	deu	Palau	date20100517
L_CountryPalau	esp	Palau	date20100517
L_CountryPanama	deu	Panama	date20100517
L_CountryPanama	esp	Panama	date20100517
L_CountryPapuaNewGuinea	deu	Papua-Neuguinea	date20100517
L_CountryPapuaNewGuinea	esp	Papua New Guinea	date20100517
L_CountryParaguay	deu	Paraguay	date20100517
L_CountryParaguay	esp	Paraguay	date20100517
L_CountryPeru	deu	Peru	date20100517
L_CountryPeru	esp	Peru	date20100517
L_CountryPhilippines	deu	Philippinen	date20100517
L_CountryPhilippines	esp	Philippines	date20100517
L_CountryPitcairn	deu	Pitcairn	date20100517
L_CountryPitcairn	esp	Pitcairn	date20100517
L_CountryPoland	deu	Polen	date20100517
L_CountryPoland	esp	Poland	date20100517
L_CountryPortugal	deu	Portugal	date20100517
L_CountryPortugal	esp	Portugal	date20100517
L_CountryPuertoRico	deu	Puerto Rico	date20100517
L_CountryPuertoRico	esp	Puerto Rico	date20100517
L_CountryReunion	deu	Reunion	date20100517
L_CountryReunion	esp	Reunion	date20100517
L_CountryRwanda	deu	Ruanda	date20100517
L_CountryRwanda	esp	Rwanda	date20100517
L_CountryRomania	deu	Rumaenien	date20100517
L_CountryRomania	esp	Romania	date20100517
L_CountryRussianFederation	deu	Russland	date20100517
L_CountryRussianFederation	esp	Russian Federation	date20100517
L_CountrySolomonIslands	deu	Salomon-Inseln	date20100517
L_CountrySolomonIslands	esp	Solomon Islands	date20100517
L_CountryZambia	deu	Sambia	date20100517
L_CountryZambia	esp	Zambia	date20100517
L_CountrySamoa	deu	Samoa	date20100517
L_CountrySamoa	esp	Samoa	date20100517
L_CountrySanMarino	deu	San Marino	date20100517
L_CountrySanMarino	esp	San Marino	date20100517
L_CountrySaoTomeAndPrincipe	deu	Sao Tome und Principe	date20100517
L_CountrySaoTomeAndPrincipe	esp	Sao Tome and Principe	date20100517
L_CountrySaudiArabia	deu	Saudi-Arabien	date20100517
L_CountrySaudiArabia	esp	Saudi Arabia	date20100517
L_CountrySweden	deu	Schweden	date20100517
L_CountrySweden	esp	Sweden	date20100517
L_CountrySwitzerland	deu	Schweiz	date20100517
L_CountrySwitzerland	esp	Switzerland	date20100517
L_CountrySenegal	deu	Senegal	date20100517
L_CountrySenegal	esp	Senegal	date20100517
L_CountrySerbiaAndMontenegro	deu	Serbien-Montenegro	date20100517
L_CountrySerbiaAndMontenegro	esp	Serbia and Montenegro	date20100517
L_CountrySeychelles	deu	Seychelles	date20100517
L_CountrySeychelles	esp	Seychelles	date20100517
L_CountrySierraLeone	deu	Sierra Leone	date20100517
L_CountrySierraLeone	esp	Sierra Leone	date20100517
L_CountryZimbabwe	deu	Simbabwe	date20100517
L_CountryZimbabwe	esp	Zimbabwe	date20100517
L_CountrySingapore	deu	Singapur	date20100517
L_CountrySingapore	esp	Singapore	date20100517
L_CountrySlovakia	deu	Slovakei	date20100517
L_CountrySlovakia	esp	Slovakia	date20100517
L_CountrySlovenia	deu	Slovenien	date20100517
L_CountrySlovenia	esp	Slovenia	date20100517
L_CountrySomalia	deu	Somalia	date20100517
L_CountrySomalia	esp	Somalia	date20100517
L_CountrySpain	deu	Spanien	date20100517
L_CountrySpain	esp	Spain	date20100517
L_CountrySriLanka	deu	Sri Lanka	date20100517
L_CountrySriLanka	esp	Sri Lanka	date20100517
L_CountrySaintHelena	deu	St. Helena	date20100517
L_CountrySaintHelena	esp	Saint Helena	date20100517
L_CountrySaintKittsAndNevis	deu	St. Kitts und Nevis	date20100517
L_CountrySaintKittsAndNevis	esp	Saint Kitts and Nevis	date20100517
L_CountrySaintLucia	deu	St Lucia	date20100517
L_CountrySaintLucia	esp	Saint Lucia	date20100517
L_CountrySaintPierreAndMiquelon	deu	St. Peirre und Miquelon	date20100517
L_CountrySaintPierreAndMiquelon	esp	Saint Pierre and Miquelon	date20100517
L_CountrySaintVincentAndTheGrenadines	deu	St. Vincent und die Grenadinen	date20100517
L_CountrySaintVincentAndTheGrenadines	esp	Saint Vincent and the Grenadines	date20100517
L_CountrySouthAfrica	deu	Suedafrika	date20100517
L_CountrySouthAfrica	esp	South Africa	date20100517
L_CountrySudan	deu	Sudan	date20100517
L_CountrySudan	esp	Sudan	date20100517
L_CountrySouthGeorgiaAndTheSouthSandwichIslands	deu	Sudgeorgien und Sudsandwitsch-Inseln	date20100517
L_CountrySouthGeorgiaAndTheSouthSandwichIslands	esp	South Georgia and the South Sandwich Islands	date20100517
L_CountrySuriname	deu	Suriname	date20100517
L_CountrySuriname	esp	Suriname	date20100517
L_CountrySvalbardJanMayen	deu	Svalbard & Jan Mayen	date20100517
L_CountrySvalbardJanMayen	esp	Svalbard & Jan Mayen	date20100517
L_CountrySwaziland	deu	Swasiland	date20100517
L_CountrySwaziland	esp	Swaziland	date20100517
L_CountrySyrianArabRepublic	deu	Syrien, Arabische Republik	date20100517
L_CountrySyrianArabRepublic	esp	Syrian Arab Republic	date20100517
L_CountryTajikistan	deu	Tadschikistan	date20100517
L_CountryTajikistan	esp	Tajikistan	date20100517
L_CountryTaiwan	deu	Taiwan	date20100517
L_CountryTaiwan	esp	Taiwan	date20100517
L_CountryTanzaniaUnitedRepublic	deu	Tansania, Vereinigte Republik	date20100517
L_CountryTanzaniaUnitedRepublic	esp	Tanzania, United Republic of	date20100517
L_CountryThailand	deu	Thailand	date20100517
L_CountryThailand	esp	Thailand	date20100517
L_CountryTogo	deu	Togo	date20100517
L_CountryTogo	esp	Togo	date20100517
L_CountryTokelau	deu	Tokelau	date20100517
L_CountryTokelau	esp	Tokelau	date20100517
L_CountryTonga	deu	Tonga	date20100517
L_CountryTonga	esp	Tonga	date20100517
L_CountryTrinidadAndTobago	deu	Trinidad und Tobago	date20100517
L_CountryTrinidadAndTobago	esp	Trinidad and Tobago	date20100517
L_CountryChad	deu	Tschad	date20100517
L_CountryChad	esp	Chad	date20100517
L_CountryCzechRepublic	deu	Tschechische Republik	date20100517
L_CountryCzechRepublic	esp	Czech Republic	date20100517
L_CountryTunisia	deu	Tunesien	date20100517
L_CountryTunisia	esp	Tunisia	date20100517
L_CountryTurkey	deu	Tuerkei	date20100517
L_CountryTurkey	esp	Turkey	date20100517
L_CountryTurkmenistan	deu	Turkmenistan	date20100517
L_CountryTurkmenistan	esp	Turkmenistan	date20100517
L_CountryTurksAndCaicosIslands	deu	Turks- und Caicos-Inseln	date20100517
L_CountryTurksAndCaicosIslands	esp	Turks and Caicos Islands	date20100517
L_CountryTuvalu	deu	Tuvalu	date20100517
L_CountryTuvalu	esp	Tuvalu	date20100517
L_CountryUganda	deu	Uganda	date20100517
L_CountryUganda	esp	Uganda	date20100517
L_CountryUkraine	deu	Ukraine	date20100517
L_CountryUkraine	esp	Ukraine	date20100517
